id_piece,type_piece,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere
CC-002288,CARTE_CONSULAIRE,KPADONOU,Ibrahim,2006-05-05,M,1104,ZANNOU Mariam
AN-002289,ACTE_NAISSANCE,DOSSOU,Koffi,1972-03-12,M,0905,GBAGUIDI Sylvie
AN-002290,ACTE_NAISSANCE,IDRISSOU,Codjo,1987-12-11,M,0407,SOULEY Sèmèvo
AN-002291,ACTE_NAISSANCE,TOSSOU,Rachid,2008-01-27,M,0801,SOULEY Mariam
AN-002292,ACTE_NAISSANCE,GBAGUIDI,Ayaba,1977-04-01,F,1009,ADJOVI Espérance
AN-002293,ACTE_NAISSANCE,TOGBE,Rachidatou,2008-11-06,F,0701,AGBODJAN Nadège
AN-002294,ACTE_NAISSANCE,SOULEY,Fatoumata,1967-07-09,F,1005,HOUESSOU Ayaba
AN-002295,ACTE_NAISSANCE,LOKONON,Judith,2001-03-20,F,0208,ALLADAYE Bernice
PP-002296,PASSEPORT,AKPOVI,Brice Mahougnon,1990-10-29,M,1009,LOKONON Mariam
PP-002297,PASSEPORT,KPADONOU,Judith Gisèle,1989-05-31,F,0701,KOUKPAKI Carine
AN-002298,ACTE_NAISSANCE,KPADONOU,Aïcha,2000-09-21,F,0201,HOUNSOU Sèmèvo
AN-002299,ACTE_NAISSANCE,SOSSOU,Bienvenu,1992-10-28,M,1204,AKPOVI Nadège
CC-002300,CARTE_CONSULAIRE,GLELE,Rosine,1999-12-14,F,0703,AGBODJAN Nadège
CC-002301,CARTE_CONSULAIRE,ZINSOU,Arnaud Moussa,2021-11-07,M,1201,ASSOGBA Chimène
AN-002302,ACTE_NAISSANCE,HOUESSOU,Codjo,1988-10-07,M,1209,ADJOVI Sènami
AN-002303,ACTE_NAISSANCE,GBAGUIDI,Brice Yves,1980-09-16,M,0308,GBAGUIDI Espérance
AN-002304,ACTE_NAISSANCE,SOSSOU,Sylvie Gisèle,1989-10-26,F,0307,YAROU Nadège
AN-002305,ACTE_NAISSANCE,BONI,Nadège,1993-05-28,F,0703,DANSOU Rachidatou
AN-002306,ACTE_NAISSANCE,HOUESSOU,Rachidatou,1960-03-12,F,0306,HOUESSOU Judith
AN-002307,ACTE_NAISSANCE,AHOYO,Nadège,1999-05-21,F,1002,GLELE Rosine
CC-002308,CARTE_CONSULAIRE,BONI,Romaric,2008-07-05,M,0304,SAGBO Rosine
AN-002309,ACTE_NAISSANCE,TCHIBOZO,Ibrahim Brice,1992-04-05,M,0604,AGOSSOU Rachidatou
CC-002310,CARTE_CONSULAIRE,AGOSSOU,Fatoumata,1965-12-05,F,1105,BIO Gisèle
PP-002311,PASSEPORT,FASSINOU,Fidèle,2008-11-20,M,0901,GBAGUIDI Prudence
PP-002312,PASSEPORT,SAGBO,Ulrich,1959-06-06,M,0207,ALLADAYE Bernice
AN-002313,ACTE_NAISSANCE,ALLADAYE,Codjo Brice,2007-01-26,M,0601,ZINSOU Judith
AN-002314,ACTE_NAISSANCE,KPADONOU,Espérance,1979-01-01,F,0408,KOUKPAKI Fatoumata
PP-002315,PASSEPORT,MENSAH,Yves,1970-07-18,M,0205,DANSOU Ayaba
AN-002316,ACTE_NAISSANCE,ADJOVI,Estelle Salamatou,2004-03-24,F,0302,GLELE Bernice
AN-002317,ACTE_NAISSANCE,AGOSSOU,Espérance,1990-04-20,F,0601,QUENUM Aïcha
AN-002318,ACTE_NAISSANCE,IDRISSOU,Bernice,1993-11-07,F,0201,KIKI Judith
AN-002319,ACTE_NAISSANCE,TCHIBOZO,Fidèle Yves,1995-06-09,M,0504,DANSOU Sèmèvo
AN-002320,ACTE_NAISSANCE,AGOSSOU,Sylvie,1996-08-11,F,0601,HOUNKPATIN Chimène
CC-002321,CARTE_CONSULAIRE,KPADONOU,Ulrich Koffi,1973-02-22,M,0504,TOSSOU Sènami
PP-002322,PASSEPORT,CHABI,Romaric,2004-03-26,M,0402,OSSENI Aïcha
AN-002323,ACTE_NAISSANCE,HOUESSOU,Rodrigue,1958-08-23,M,0701,AGOSSOU Espérance
CC-002324,CARTE_CONSULAIRE,ZANNOU,Ayaba,1980-02-05,F,0402,SOULEY Rosine
AN-002325,ACTE_NAISSANCE,TCHIBOZO,Mariam Espérance,1969-03-11,F,0905,KPADONOU Nadège
PP-002326,PASSEPORT,CHABI,Fabrice Ghislain,1974-02-26,M,0405,FASSINOU Estelle
AN-002327,ACTE_NAISSANCE,FASSINOU,Sylvie,1990-08-08,F,1101,ZINSOU Sènami
AN-002328,ACTE_NAISSANCE,TOGBE,Bienvenu,1988-04-15,M,0601,AHOYO Mariam
AN-002329,ACTE_NAISSANCE,DANSOU,Sèmèvo Prudence,1972-11-16,F,0902,KPADONOU Rosine
AN-002330,ACTE_NAISSANCE,GBAGUIDI,Rosine Bernice,1989-07-09,F,0104,ADANDE Aïcha
AN-002331,ACTE_NAISSANCE,VODOUNON,Ayaba,2014-02-08,F,1201,VODOUNON Rosine
PP-002332,PASSEPORT,AKPOVI,Espérance,1993-09-14,F,0106,BIO Ayaba
CC-002333,CARTE_CONSULAIRE,GLELE,Chimène,2000-09-13,F,1102,ADANDE Salamatou
AN-002334,ACTE_NAISSANCE,VODOUNON,Estelle,2015-03-19,F,0904,FASSINOU Prudence
CC-002335,CARTE_CONSULAIRE,HOUNKPATIN,Fatoumata,2001-10-06,F,0208,HOUESSOU Espérance
CC-002336,CARTE_CONSULAIRE,TOGBE,Chimène,1975-06-30,F,0406,LOKONON Fatoumata
PP-002337,PASSEPORT,SAGBO,Sèmèvo Espérance,1993-12-14,F,0404,ADJOVI Gisèle
CC-002338,CARTE_CONSULAIRE,DOSSOU,Rachidatou,2001-07-21,F,0401,DOSSOU Sèmèvo
CC-002339,CARTE_CONSULAIRE,AMOUSSOU,Mahougnon,1973-02-12,M,0704,SAGBO Chimène
AN-002340,ACTE_NAISSANCE,IDRISSOU,Rodrigue,2000-12-25,M,0301,DOSSOU Sèmèvo
AN-002341,ACTE_NAISSANCE,TOSSOU,Salamatou,2002-10-09,F,1206,ASSOGBA Salamatou
AN-002342,ACTE_NAISSANCE,AHOUANSOU,Codjo,1997-09-14,M,0407,SAGBO Chimène
CC-002343,CARTE_CONSULAIRE,MENSAH,Justin,2008-01-16,M,0904,DANSOU Sèmèvo
PP-002344,PASSEPORT,SOSSOU,Bernice Carine,1969-01-13,F,1203,ALLADAYE Espérance
CC-002345,CARTE_CONSULAIRE,CHABI,Yves,1959-12-11,M,1205,QUENUM Fatoumata
AN-002346,ACTE_NAISSANCE,DOSSOU,Justin,1988-08-23,M,1206,MENSAH Espérance
CC-002347,CARTE_CONSULAIRE,CHABI,Arnaud Fidèle,1969-12-29,M,0407,KOUKPAKI Sèmèvo
AN-002348,ACTE_NAISSANCE,TCHIBOZO,Flore Chimène,1954-08-09,F,0605,AHOUANSOU Chimène
AN-002349,ACTE_NAISSANCE,HOUESSOU,Bienvenu,1985-06-08,M,0206,DANSOU Judith
AN-002350,ACTE_NAISSANCE,SAGBO,Fabrice,2013-04-03,M,1009,ADJOVI Rosine
AN-002351,ACTE_NAISSANCE,NOUATIN,Yves,2005-08-08,M,1104,AGBODJAN Sylvie
AN-002352,ACTE_NAISSANCE,YAROU,Aïcha,1973-01-31,F,0206,HOUNGBO Ayaba
AN-002353,ACTE_NAISSANCE,SOSSOU,Ulrich,1979-04-08,M,0901,CODJIA Bernice
CC-002354,CARTE_CONSULAIRE,LOKONON,Salamatou Nadège,1957-04-07,F,0703,OSSENI Salamatou
AN-002355,ACTE_NAISSANCE,DOSSOU,Espérance Sèmèvo,1984-05-09,F,0204,HOUNKPATIN Bernice
AN-002356,ACTE_NAISSANCE,SAGBO,Judith,1997-12-27,F,0701,MENSAH Nadège
AN-002357,ACTE_NAISSANCE,VODOUNON,Koffi Gildas,1983-12-23,M,0904,FASSINOU Mariam
AN-002358,ACTE_NAISSANCE,TOSSOU,Justin,1985-08-24,M,0704,TOGBE Espérance
AN-002359,ACTE_NAISSANCE,NOUATIN,Comlan Bienvenu,1996-12-25,M,0701,GLELE Gisèle
AN-002360,ACTE_NAISSANCE,GLELE,Prudence,1989-12-21,F,0702,ADANDE Prudence
AN-002361,ACTE_NAISSANCE,AHOUANSOU,Flore Carine,2008-08-20,F,1001,HOUNKPATIN Sèmèvo
AN-002362,ACTE_NAISSANCE,CODJIA,Bienvenu Mahougnon,2018-02-28,M,1103,AHOYO Bernice
PP-002363,PASSEPORT,ASSOGBA,Chimène,1992-10-08,F,0102,DOSSOU Sènami
AN-002364,ACTE_NAISSANCE,HOUNKPATIN,Prudence Flore,2001-09-05,F,0302,LOKONON Fatoumata
AN-002365,ACTE_NAISSANCE,HOUNKPATIN,Fidèle,2005-01-28,M,1207,MENSAH Judith
AN-002366,ACTE_NAISSANCE,HOUNGBO,Rachidatou,1990-02-23,F,1202,LOKONON Mariam
AN-002367,ACTE_NAISSANCE,DOSSOU,Sèmèvo Salamatou,2011-12-01,F,1105,BIO Rachidatou
AN-002368,ACTE_NAISSANCE,AGOSSOU,Estelle,1990-05-22,F,0603,GBAGUIDI Estelle
AN-002369,ACTE_NAISSANCE,SOULEY,Arnaud,1991-01-02,M,0203,HOUNSOU Carine
CC-002370,CARTE_CONSULAIRE,CHABI,Rachid,2009-10-26,M,0104,ASSOGBA Ayaba
AN-002371,ACTE_NAISSANCE,YAROU,Rosine Fatoumata,2004-03-24,F,1006,SOULEY Gisèle
AN-002372,ACTE_NAISSANCE,TCHIBOZO,Mahougnon,1950-10-04,M,0905,AKPOVI Estelle
AN-002373,ACTE_NAISSANCE,KOUKPAKI,Espérance Salamatou,1967-10-10,F,0505,HOUNSOU Aïcha
AN-002374,ACTE_NAISSANCE,AKPOVI,Gisèle Carine,2004-03-19,F,1207,NOUATIN Estelle
CC-002375,CARTE_CONSULAIRE,KIKI,Fabrice,1985-09-10,M,0102,KPADONOU Prudence
CC-002376,CARTE_CONSULAIRE,TOSSOU,Sènami Carine,1990-04-18,F,0903,DOSSOU Ayaba
PP-002377,PASSEPORT,ALLADAYE,Yves,1958-12-15,M,1003,AGBODJAN Sènami
AN-002378,ACTE_NAISSANCE,SAGBO,Codjo Ibrahim,1991-08-31,M,1008,HOUNGBO Prudence
AN-002379,ACTE_NAISSANCE,AHOUANSOU,Chimène,1961-06-27,F,0101,SOSSOU Estelle
AN-002380,ACTE_NAISSANCE,QUENUM,Mahougnon Brice,1978-01-28,M,0104,DOSSOU Estelle
CC-002381,CARTE_CONSULAIRE,TCHIBOZO,Sèmèvo,2005-03-04,F,1105,OSSENI Flore
AN-002382,ACTE_NAISSANCE,OSSENI,Judith,1997-04-30,F,0402,OSSENI Chimène
AN-002383,ACTE_NAISSANCE,DANSOU,Espérance,1943-12-18,F,0902,IDRISSOU Aïcha
AN-002384,ACTE_NAISSANCE,ADANDE,Sèmèvo,1969-12-20,F,0306,AHOYO Gisèle
AN-002385,ACTE_NAISSANCE,KIKI,Serge Gildas,1989-11-05,M,0206,ADANDE Rachidatou
AN-002386,ACTE_NAISSANCE,AMOUSSOU,Fatoumata Flore,1994-01-22,F,0702,FASSINOU Rachidatou
AN-002387,ACTE_NAISSANCE,AGBODJAN,Rodrigue Serge,1954-06-19,M,0101,ZINSOU Flore
AN-002388,ACTE_NAISSANCE,LOKONON,Sylvie,2001-04-01,F,0203,DANSOU Judith
AN-002389,ACTE_NAISSANCE,SAGBO,Mahougnon,2007-06-30,M,0101,AHOYO Flore
AN-002390,ACTE_NAISSANCE,DOSSOU,Ibrahim,2009-06-16,M,0404,AHOYO Ayaba
AN-002391,ACTE_NAISSANCE,LOKONON,Flore,1983-07-08,F,1002,VODOUNON Sèmèvo
PP-002392,PASSEPORT,FASSINOU,Judith,1991-12-22,F,1209,DANSOU Nadège
AN-002393,ACTE_NAISSANCE,AGBODJAN,Flore Estelle,1995-03-08,F,0606,TOGBE Fatoumata
AN-002394,ACTE_NAISSANCE,QUENUM,Espérance Sènami,2020-03-28,F,1002,GLELE Estelle
AN-002395,ACTE_NAISSANCE,ASSOGBA,Ulrich Fidèle,1966-10-22,M,0305,GLELE Salamatou
AN-002396,ACTE_NAISSANCE,AGBODJAN,Mariam,2005-07-08,F,0801,LOKONON Ayaba
AN-002397,ACTE_NAISSANCE,DOSSOU,Brice,1970-11-18,M,1103,SAGBO Gisèle
AN-002398,ACTE_NAISSANCE,AGOSSOU,Sylvie,1992-12-15,F,0506,TOGBE Carine
AN-002399,ACTE_NAISSANCE,IDRISSOU,Codjo Fidèle,1971-11-15,M,1206,AGBODJAN Flore
AN-002400,ACTE_NAISSANCE,AGOSSOU,Yves,1998-03-02,M,0904,TCHIBOZO Bernice
AN-002401,ACTE_NAISSANCE,ADANDE,Ayaba Gisèle,1982-10-03,F,1205,CODJIA Salamatou
AN-002402,ACTE_NAISSANCE,AKPOVI,Ghislain Fidèle,2004-12-26,M,0206,AHOUANSOU Carine
AN-002403,ACTE_NAISSANCE,AHOUANSOU,Nadège Fatoumata,1999-04-10,F,0503,KOUKPAKI Nadège
CC-002404,CARTE_CONSULAIRE,ZINSOU,Carine,2016-08-13,F,1101,SOSSOU Ayaba
AN-002405,ACTE_NAISSANCE,KOUKPAKI,Fatoumata,1997-07-26,F,1208,DOSSOU Aïcha
CC-002406,CARTE_CONSULAIRE,ZINSOU,Koffi,1986-05-12,M,1104,OSSENI Chimène
AN-002407,ACTE_NAISSANCE,KOUKPAKI,Romaric,1999-07-25,M,0104,ASSOGBA Prudence
AN-002408,ACTE_NAISSANCE,AKPOVI,Comlan Ulrich,1951-09-08,M,1208,ZANNOU Estelle
PP-002409,PASSEPORT,NOUATIN,Espérance,2004-04-15,F,0602,ZANNOU Gisèle
PP-002410,PASSEPORT,GLELE,Ibrahim,1985-10-07,M,0308,BIO Chimène
AN-002411,ACTE_NAISSANCE,AMOUSSOU,Justin,2011-12-12,M,0305,VODOUNON Ayaba
AN-002412,ACTE_NAISSANCE,ZINSOU,Moussa,2006-10-07,M,0701,HOUNKPATIN Judith
AN-002413,ACTE_NAISSANCE,VODOUNON,Fidèle,1970-11-08,M,1103,AGOSSOU Prudence
CC-002414,CARTE_CONSULAIRE,DOSSOU,Nadège,2023-02-10,F,1207,ALLADAYE Sylvie
AN-002415,ACTE_NAISSANCE,CODJIA,Brice Koffi,1966-02-16,M,0204,DANSOU Rosine
PP-002416,PASSEPORT,AHOYO,Fidèle,2002-02-03,M,0102,ADANDE Sylvie
AN-002417,ACTE_NAISSANCE,NOUATIN,Estelle,2008-05-26,F,0904,SOULEY Chimène
AN-002418,ACTE_NAISSANCE,BIO,Ulrich Bienvenu,1951-12-05,M,1104,ADANDE Chimène
CC-002419,CARTE_CONSULAIRE,ADANDE,Bienvenu,1992-04-01,M,0505,HOUNSOU Bernice
AN-002420,ACTE_NAISSANCE,AGBODJAN,Chimène,1992-10-29,F,0209,FASSINOU Sènami
CC-002421,CARTE_CONSULAIRE,OSSENI,Flore,1966-03-10,F,0602,ADANDE Rachidatou
AN-002422,ACTE_NAISSANCE,ZANNOU,Sèmèvo,2000-07-11,F,0206,AMOUSSOU Sènami
AN-002423,ACTE_NAISSANCE,HOUNKPATIN,Moussa,1992-01-04,M,0905,QUENUM Ayaba
AN-002424,ACTE_NAISSANCE,AGOSSOU,Prudence,2005-12-13,F,0305,OSSENI Espérance
PP-002425,PASSEPORT,IDRISSOU,Serge,1950-01-04,M,0501,GLELE Salamatou
AN-002426,ACTE_NAISSANCE,AGBODJAN,Fabrice Codjo,1984-01-28,M,0106,IDRISSOU Nadège
PP-002427,PASSEPORT,TOSSOU,Moussa,2016-09-10,M,0502,HOUESSOU Prudence
AN-002428,ACTE_NAISSANCE,CODJIA,Moussa,1983-01-18,M,0307,BIO Ayaba
AN-002429,ACTE_NAISSANCE,SOULEY,Rachid,2013-03-05,M,1008,QUENUM Chimène
AN-002430,ACTE_NAISSANCE,DANSOU,Sèmèvo Rachidatou,1988-10-09,F,1204,AHOYO Espérance
AN-002431,ACTE_NAISSANCE,AGBODJAN,Moussa,1999-05-12,M,1105,ADANDE Chimène
AN-002432,ACTE_NAISSANCE,KOUKPAKI,Yves,2003-09-22,M,0901,ZANNOU Carine
PP-002433,PASSEPORT,AHOUANSOU,Mahougnon,2000-12-11,M,0103,AKPOVI Aïcha
PP-002434,PASSEPORT,ADJOVI,Brice,1973-02-07,M,1004,AKPOVI Sèmèvo
AN-002435,ACTE_NAISSANCE,FASSINOU,Ibrahim Mahougnon,1965-08-21,M,0503,HOUNGBO Gisèle
CC-002436,CARTE_CONSULAIRE,AGOSSOU,Estelle,1975-11-06,F,1003,AKPOVI Chimène
AN-002437,ACTE_NAISSANCE,VODOUNON,Codjo Romaric,1955-08-07,M,0205,HOUNGBO Rosine
AN-002438,ACTE_NAISSANCE,AGBODJAN,Arnaud,1989-01-01,M,1205,YAROU Mariam
AN-002439,ACTE_NAISSANCE,MENSAH,Comlan Rodrigue,1995-04-10,M,0506,CODJIA Judith
CC-002440,CARTE_CONSULAIRE,CODJIA,Codjo,1974-06-28,M,1203,LOKONON Chimène
AN-002441,ACTE_NAISSANCE,NOUATIN,Salamatou,1998-10-23,F,1208,AGOSSOU Carine
AN-002442,ACTE_NAISSANCE,CHABI,Koffi,1977-01-21,M,0408,DOSSOU Mariam
AN-002443,ACTE_NAISSANCE,CHABI,Sylvie Rosine,1978-01-13,F,0402,CHABI Prudence
AN-002444,ACTE_NAISSANCE,YAROU,Romaric,1981-10-23,M,0401,AHOYO Nadège
AN-002445,ACTE_NAISSANCE,SOSSOU,Gildas,2004-05-19,M,1001,ZINSOU Rosine
PP-002446,PASSEPORT,MENSAH,Sylvie,1991-01-31,F,1206,SAGBO Espérance
PP-002447,PASSEPORT,SOSSOU,Mariam Espérance,1982-01-30,F,0104,KIKI Fatoumata
AN-002448,ACTE_NAISSANCE,AGBODJAN,Ibrahim,1981-09-29,M,1007,VODOUNON Prudence
PP-002449,PASSEPORT,GBAGUIDI,Serge,1995-06-26,M,0302,GLELE Estelle
AN-002450,ACTE_NAISSANCE,ASSOGBA,Chimène,1984-08-07,F,0407,HOUESSOU Carine
CC-002451,CARTE_CONSULAIRE,AHOUANSOU,Judith,1948-05-29,F,1008,HOUNSOU Rachidatou
PP-002452,PASSEPORT,VODOUNON,Yves,1957-05-04,M,1105,KOUKPAKI Prudence
AN-002453,ACTE_NAISSANCE,HOUNSOU,Yves,2014-10-04,M,0106,DOSSOU Chimène
AN-002454,ACTE_NAISSANCE,TOGBE,Gisèle Chimène,1993-08-29,F,0208,HOUNGBO Nadège
AN-002455,ACTE_NAISSANCE,TCHIBOZO,Ghislain,2004-10-15,M,0301,NOUATIN Carine
AN-002456,ACTE_NAISSANCE,ZANNOU,Comlan,1986-04-24,M,0801,ALLADAYE Chimène
AN-002457,ACTE_NAISSANCE,CHABI,Yves,1986-09-15,M,1009,HOUNSOU Chimène
AN-002458,ACTE_NAISSANCE,IDRISSOU,Rosine,1967-09-17,F,0902,IDRISSOU Mariam
AN-002459,ACTE_NAISSANCE,AMOUSSOU,Flore,2007-06-01,F,0501,HOUNSOU Gisèle
PP-002460,PASSEPORT,HOUNSOU,Romaric,1989-04-17,M,0703,ALLADAYE Sèmèvo
AN-002461,ACTE_NAISSANCE,HOUNGBO,Gildas,1968-12-09,M,0103,SAGBO Gisèle
PP-002462,PASSEPORT,DANSOU,Moussa,1972-06-10,M,0904,DANSOU Fatoumata
CC-002463,CARTE_CONSULAIRE,AHOUANSOU,Gildas,1976-08-29,M,1209,HOUESSOU Aïcha
AN-002464,ACTE_NAISSANCE,DANSOU,Mariam,2024-08-28,F,0603,MENSAH Estelle
AN-002465,ACTE_NAISSANCE,IDRISSOU,Rachidatou,1990-08-18,F,0301,NOUATIN Flore
CC-002466,CARTE_CONSULAIRE,AHOUANSOU,Serge Comlan,2016-03-20,M,0504,CHABI Fatoumata
AN-002467,ACTE_NAISSANCE,VODOUNON,Ibrahim,1973-09-21,M,1105,HOUESSOU Prudence
AN-002468,ACTE_NAISSANCE,BIO,Bienvenu,1987-06-21,M,0403,AGOSSOU Mariam
AN-002469,ACTE_NAISSANCE,FASSINOU,Bienvenu,2014-10-01,M,0104,CODJIA Fatoumata
AN-002470,ACTE_NAISSANCE,SAGBO,Gildas Brice,1983-01-09,M,1004,YAROU Fatoumata
PP-002471,PASSEPORT,OSSENI,Ibrahim,1949-03-05,M,0901,DANSOU Ayaba
AN-002472,ACTE_NAISSANCE,ALLADAYE,Bernice,1984-04-21,F,1206,YAROU Fatoumata
AN-002473,ACTE_NAISSANCE,GLELE,Gildas Serge,2012-05-20,M,0504,SAGBO Ayaba
PP-002474,PASSEPORT,SOSSOU,Ghislain,1971-01-24,M,0207,HOUNKPATIN Prudence
CC-002475,CARTE_CONSULAIRE,KIKI,Aïcha Sèmèvo,2004-07-07,F,1203,ZINSOU Flore
AN-002476,ACTE_NAISSANCE,ASSOGBA,Ulrich,2015-03-08,M,0606,OSSENI Estelle
AN-002477,ACTE_NAISSANCE,IDRISSOU,Romaric,1977-11-07,M,0405,FASSINOU Carine
PP-002478,PASSEPORT,ALLADAYE,Brice Fabrice,1984-04-06,M,0206,SOSSOU Carine
AN-002479,ACTE_NAISSANCE,KIKI,Mahougnon Moussa,1988-06-30,M,1006,AGBODJAN Mariam
PP-002480,PASSEPORT,CODJIA,Nadège Fatoumata,1944-03-21,F,1101,HOUESSOU Sylvie
CC-002481,CARTE_CONSULAIRE,BONI,Mariam,1999-09-21,F,0602,AHOYO Mariam
AN-002482,ACTE_NAISSANCE,GLELE,Flore,1992-11-30,F,0303,HOUNKPATIN Nadège
AN-002483,ACTE_NAISSANCE,FASSINOU,Gisèle,2017-09-22,F,0207,TCHIBOZO Flore
CC-002484,CARTE_CONSULAIRE,MENSAH,Sylvie,2013-06-09,F,0904,AMOUSSOU Nadège
AN-002485,ACTE_NAISSANCE,TCHIBOZO,Brice Ulrich,1947-09-08,M,0308,ZINSOU Carine
AN-002486,ACTE_NAISSANCE,HOUESSOU,Judith Ayaba,1999-12-23,F,0506,CHABI Fatoumata
PP-002487,PASSEPORT,KIKI,Carine Rachidatou,2013-10-13,F,1008,TOSSOU Nadège
AN-002488,ACTE_NAISSANCE,HOUESSOU,Rachidatou,2007-02-25,F,0208,YAROU Carine
AN-002489,ACTE_NAISSANCE,KPADONOU,Codjo,2021-04-17,M,1005,HOUNKPATIN Sylvie
PP-002490,PASSEPORT,AGBODJAN,Fabrice,1985-12-22,M,0906,CODJIA Gisèle
CC-002491,CARTE_CONSULAIRE,SOSSOU,Fabrice Rodrigue,1959-04-18,M,0604,CHABI Prudence
AN-002492,ACTE_NAISSANCE,AKPOVI,Justin,1983-02-26,M,1206,QUENUM Sylvie
PP-002493,PASSEPORT,GLELE,Bernice Sèmèvo,1990-08-01,F,0402,ADANDE Rachidatou
AN-002494,ACTE_NAISSANCE,LOKONON,Flore Bernice,1961-03-27,F,0503,AHOUANSOU Bernice
AN-002495,ACTE_NAISSANCE,AHOYO,Estelle,1986-01-05,F,0703,ZINSOU Fatoumata
AN-002496,ACTE_NAISSANCE,GBAGUIDI,Gisèle Aïcha,1961-10-18,F,1103,AGBODJAN Carine
CC-002497,CARTE_CONSULAIRE,HOUNKPATIN,Fidèle Fabrice,1998-01-29,M,0503,AGBODJAN Aïcha
CC-002498,CARTE_CONSULAIRE,OSSENI,Ayaba,1992-03-03,F,0102,YAROU Salamatou
PP-002499,PASSEPORT,AKPOVI,Prudence,1962-05-05,F,1004,IDRISSOU Estelle
AN-002500,ACTE_NAISSANCE,AMOUSSOU,Justin Fabrice,1994-12-29,M,0703,GLELE Estelle
AN-002501,ACTE_NAISSANCE,AHOYO,Mahougnon,2009-11-22,M,0407,ADJOVI Rosine
CC-002502,CARTE_CONSULAIRE,QUENUM,Arnaud Rodrigue,1990-08-06,M,0605,AGOSSOU Espérance
AN-002503,ACTE_NAISSANCE,ALLADAYE,Arnaud,2010-10-07,M,0704,FASSINOU Sylvie
AN-002504,ACTE_NAISSANCE,BIO,Sèmèvo,1999-03-08,F,1207,QUENUM Espérance
AN-002505,ACTE_NAISSANCE,QUENUM,Flore Mariam,1968-09-04,F,1101,AHOUANSOU Sylvie
PP-002506,PASSEPORT,AHOYO,Moussa,2001-03-05,M,1208,HOUESSOU Nadège
CC-002507,CARTE_CONSULAIRE,TCHIBOZO,Carine,2015-10-28,F,0702,IDRISSOU Mariam
AN-002508,ACTE_NAISSANCE,ALLADAYE,Salamatou,1983-07-15,F,0906,TOSSOU Ayaba
AN-002509,ACTE_NAISSANCE,MENSAH,Rodrigue Justin,1993-11-27,M,0905,CHABI Aïcha
CC-002510,CARTE_CONSULAIRE,BONI,Ulrich,1992-06-13,M,1007,CHABI Sèmèvo
AN-002511,ACTE_NAISSANCE,AKPOVI,Mahougnon,1988-07-27,M,1101,SOSSOU Fatoumata
AN-002512,ACTE_NAISSANCE,GLELE,Gildas,1991-02-15,M,1101,GLELE Sènami
CC-002513,CARTE_CONSULAIRE,KOUKPAKI,Ulrich Brice,1969-05-10,M,0101,BONI Carine
AN-002514,ACTE_NAISSANCE,GBAGUIDI,Fidèle,1985-03-12,M,0302,SOULEY Sèmèvo
AN-002515,ACTE_NAISSANCE,KPADONOU,Judith,2001-09-02,F,0208,CODJIA Mariam
AN-002516,ACTE_NAISSANCE,NOUATIN,Prudence Chimène,2000-02-16,F,0604,LOKONON Prudence
AN-002517,ACTE_NAISSANCE,OSSENI,Carine Salamatou,2020-07-30,F,1204,ASSOGBA Carine
AN-002518,ACTE_NAISSANCE,VODOUNON,Bienvenu,1971-07-10,M,0606,CHABI Estelle
CC-002519,CARTE_CONSULAIRE,HOUESSOU,Sènami,1964-09-09,F,1201,ZINSOU Sylvie
AN-002520,ACTE_NAISSANCE,ALLADAYE,Sèmèvo Mariam,1997-01-17,F,0404,BIO Mariam
PP-002521,PASSEPORT,TOGBE,Brice,1983-04-30,M,0906,ADJOVI Mariam
AN-002522,ACTE_NAISSANCE,ALLADAYE,Romaric,1970-11-10,M,0408,AHOYO Bernice
AN-002523,ACTE_NAISSANCE,QUENUM,Salamatou Flore,1963-04-11,F,0403,QUENUM Salamatou
AN-002524,ACTE_NAISSANCE,AHOUANSOU,Bernice,2007-03-16,F,0407,GLELE Bernice
PP-002525,PASSEPORT,GLELE,Koffi,1984-06-22,M,0207,SAGBO Aïcha
PP-002526,PASSEPORT,DANSOU,Sènami Judith,1976-04-18,F,0505,FASSINOU Carine
PP-002527,PASSEPORT,ASSOGBA,Estelle Sènami,1957-05-04,F,0405,AMOUSSOU Mariam
AN-002528,ACTE_NAISSANCE,CODJIA,Rachid,1993-11-28,M,0404,AHOUANSOU Rachidatou
AN-002529,ACTE_NAISSANCE,BONI,Nadège,1984-06-20,F,1104,DANSOU Espérance
CC-002530,CARTE_CONSULAIRE,IDRISSOU,Mahougnon Brice,1961-02-01,M,1008,SOULEY Flore
AN-002531,ACTE_NAISSANCE,TOGBE,Moussa,1993-01-09,M,0308,GLELE Nadège
AN-002532,ACTE_NAISSANCE,TOGBE,Fabrice Koffi,2001-11-06,M,0503,HOUNKPATIN Aïcha
PP-002533,PASSEPORT,ZANNOU,Romaric Mahougnon,1970-10-14,M,0501,ASSOGBA Salamatou
AN-002534,ACTE_NAISSANCE,ADANDE,Sèmèvo,1980-06-13,F,0606,AMOUSSOU Salamatou
AN-002535,ACTE_NAISSANCE,DOSSOU,Arnaud Ibrahim,2019-09-24,M,0102,IDRISSOU Nadège
AN-002536,ACTE_NAISSANCE,SAGBO,Codjo,1985-12-07,M,1207,AHOYO Mariam
AN-002537,ACTE_NAISSANCE,ADANDE,Ulrich Codjo,2013-12-13,M,0704,ADJOVI Prudence
