id_enrolement,id_piece,type_piece,agent_id,centre_enrolement,date_enrolement,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere,telephone
ENR-002029,PP-003283,PASSEPORT,AG027,Porto-Novo,2025-08-10,KOUKPAKI,Brice,1984-03-12,M,0604,HOUNSOU Aïcha,0119534639
ENR-002030,PP-003500,PASSEPORT,AG015,Porto-Novo,2025-08-10,yarou,Mahougnon,1999-10-26,M,0308,HOUESSOU Espérance,0186168702
ENR-002031,AN-003692,ACTE_NAISSANCE,AG037,Cotonou,2025-08-10,BIO,Espérance,2007-08-02,F,0604,KPADONOU Chimène,0143997089
ENR-002032,AN-003981,ACTE_NAISSANCE,AG008,Lokossa,2025-08-10,GLELE,Gildas,1967-11-25,M,0605,HOUNKPATIN Sènami,0181917083
ENR-002033,PP-004088,PASSEPORT,AG020,Lokossa,2025-08-10,DANSOU,Mahougnon,1986-04-24,M,1204,LOKONON Fatoumata,0142661998
ENR-002034,CC-004167,CARTE_CONSULAIRE,AG009,Ouidah,2025-08-10,ALLADAYE,Espérance Mariam,1989-04-03,F,0308,HOUNKPATIN Espérance,0156109208
ENR-002035,AN-004200,ACTE_NAISSANCE,AG029,Bohicon,2025-08-10,KPADONOU,Comlan Brice,1993-06-26,M,1006,GBAGUIDI Sèmèvo,0169565941
ENR-002036,CC-004331,CARTE_CONSULAIRE,AG028,Parakou,2025-08-10,KPADONOU,Brice Arnaud,1992-01-28,M,0306,ADJOVI Rachidatou,0106603925
ENR-002037,AN-003313,ACTE_NAISSANCE,AG004,Parakou,2025-08-10,YAROU,Rosine,1982-11-17,F,1003,NOUATIN Salamatou,0176202548
ENR-002038,PP-000140,PASSEPORT,AG033,Ouidah,2025-08-11,GLELE,Prudence Rachidatou,2005-01-16,F,1008,AGBODJAN Sèmèvo,0144317367
ENR-002039,PP-000311,PASSEPORT,AG007,Djougou,2025-08-11,LOKONON,Prudence,1997-06-10,F,1105,ZANNOU Fatoumata,0189064373
ENR-002040,CC-000902,CARTE_CONSULAIRE,AG012,Aplahoué,2025-08-11,OSSENI,Chimène,1977-09-02,F,0703,SOULEY Flore,0134040881
ENR-002041,PP-000974,PASSEPORT,AG036,Aplahoué,2025-08-11,BIO,Rachidatou Sylvie,1972-04-16,F,0204,TOSSOU Rosine,0145625824
ENR-002042,AN-001828,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-08-11,AGOSSOU,Fatoumata Gisèle,2018-10-31,F,0506,QUENUM Gisèle,0155172822
ENR-002043,AN-002872,ACTE_NAISSANCE,AG031,Djougou,2025-08-11,SOSSOU,Rodrigue,2011-11-15,M,0403,BONI Aïcha,0143910278
ENR-002044,CC-003427,CARTE_CONSULAIRE,AG037,Cotonou,2025-08-11,ADJOVI,Fatoumata,1979-05-27,F,0308,ADJOVI Prudence,0131756871
ENR-002045,AN-004697,ACTE_NAISSANCE,AG009,Ouidah,2025-08-11,ASSOGBA,Serge,1962-12-10,M,0603,SOSSOU Ayaba,0179461798
ENR-002046,AN-000063,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-08-12,ZANNOU,Nadège,2014-04-20,F,0201,YAROU Mariam,0198890421
ENR-002047,AN-000771,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2025-08-12,TOGBE,Estelle,2003-08-03,F,0503,NOUATIN Gisèle,
ENR-002048,PP-001449,PASSEPORT,AG029,Bohicon,2025-08-12,HOUESSOU,Ibrahim,1999-12-28,M,0902,QUENUM Prudence,0184813382
ENR-002049,AN-002574,ACTE_NAISSANCE,AG033,Ouidah,2025-08-12,codjia,Rodrigue Serge,1971-09-23,M,1209,VODOUNON Nadège,0184250501
ENR-002050,PP-003306,PASSEPORT,AG008,Lokossa,2025-08-12,fassinou,Bienvenu,1972-02-14,M,0506,AHOYO Gisèle,0126041910
ENR-002051,CC-003323,CARTE_CONSULAIRE,AG015,Porto-Novo,2025-08-12,IDRISSOU,Estelle,1989-12-25,F,1001,ZANNOU Rosine,0112103340
ENR-002052,CC-003395,CARTE_CONSULAIRE,AG026,Abomey-Calavi,2025-08-12,CHABI,Brice Gildas,1958-02-22,M,0902,BONI Ayaba,0130021436
ENR-002053,AN-003403,ACTE_NAISSANCE,AG018,Natitingou,2025-08-12,AHOUANSOU,Mahougnon,2016-01-03,M,0308,KPADONOU Prudence,0171504100
ENR-002054,AN-003426,ACTE_NAISSANCE,AG036,Aplahoué,2025-08-12,BIO,Gildas,1998-07-06,M,0206,TOGBE Prudence,
ENR-002055,CC-004035,CARTE_CONSULAIRE,AG025,Cotonou,2025-08-12,AHOYO,Prudence Sènami,1994-10-22,F,0702,KPADONOU Rosine,0164332992
ENR-002056,CC-004696,CARTE_CONSULAIRE,AG032,Lokossa,2025-08-12,glele,Carine,1990-03-18,F,1101,SOULEY Chimène,
ENR-002057,AN-000602,ACTE_NAISSANCE,AG001,Cotonou,2025-08-13,BONI,Fatoumata,1988-04-08,F,0101,DANSOU Fatoumata,0160261399
ENR-002058,AN-000663,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2025-08-13,TOGBE,Romaric,2015-04-29,M,0601,HOUNGBO Estelle,0114968808
ENR-002059,AN-000832,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-13,VODOUNON,Rachid Koffi,1967-01-15,M,0303,KPADONOU Chimène,0169065084
ENR-002060,AN-000983,ACTE_NAISSANCE,AG001,Cotonou,2025-08-13,TCHIBOZO,Rodrigue,2003-09-28,M,0403,KIKI Espérance,0107186368
ENR-002061,PP-001201,PASSEPORT,AG012,Aplahoué,2025-08-13,TOGBE,Carine,2004-07-28,F,0209,TOSSOU Sèmèvo,0114082505
ENR-002062,PP-001921,PASSEPORT,AG040,Parakou,2025-08-13,AHOYO,Estelle Gisèle,1978-04-03,F,1208,HOUNKPATIN Chimène,0177871529
ENR-002063,AN-003462,ACTE_NAISSANCE,AG028,Parakou,2025-08-13,TCHIBOZO,Moussa Koffi,1997-05-18,M,1105,HOUESSOU Rachidatou,0185608064
ENR-002064,AN-004219,ACTE_NAISSANCE,AG015,Porto-Novo,2025-08-13,VODOUNON,Prudence,1995-05-13,F,0203,HOUNSOU Rachidatou,018048790501
ENR-002065,CC-004653,CARTE_CONSULAIRE,AG012,Aplahoué,2025-08-13,AHOUANSOU,Aïcha Sènami,1998-11-09,F,0202,ADJOVI Mariam,
ENR-002066,AN-002291,ACTE_NAISSANCE,AG029,Bohicon,2025-08-14,TOSSOU,Rachid,2008-01-27,M,0801,SOULEY Mariam,0140522633
ENR-002067,AN-002535,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2025-08-14,DOSSOU,Arnaud Ibrahim,2019-09-24,M,0102,IDRISSOU Nadège,0113850696
ENR-002068,CC-003087,CARTE_CONSULAIRE,AG004,Parakou,2025-08-14,AGOSSOU,Arnaud,1989-06-19,M,0403,AKPOVI Rosine,
ENR-002069,AN-003562,ACTE_NAISSANCE,AG005,Bohicon,2025-08-14,LOKONON,Ayaba,1993-10-31,F,0503,ZINSOU Carine,0153665620
ENR-002070,AN-003644,ACTE_NAISSANCE,AG019,Djougou,2025-08-14,SOULEY,Estelle Sèmèvo,1986-09-26,F,0306,AGOSSOU Aïcha,0119596564
ENR-002071,AN-004778,ACTE_NAISSANCE,AG028,Parakou,2025-08-14,BONI,Judith,1982-10-22,F,1009,DOSSOU Flore,
ENR-002072,AN-000221,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-08-15,YAROU,Fatoumata,2004-12-24,F,0704,DANSOU Gisèle,0128524132
ENR-002073,AN-001673,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-15,FASSINOU,Ghislain,1985-09-10,M,0905,VODOUNON Sèmèvo,077089061
ENR-002074,AN-001697,ACTE_NAISSANCE,AG003,Porto-Novo,2025-08-15,MENSAH,Rachid,2009-09-30,M,0503,ADANDE Chimène,0143412560
ENR-002075,AN-001835,ACTE_NAISSANCE,AG032,Lokossa,2025-08-15,AGOSSOU,Chimène,2004-01-13,F,0202,BONI Rosine,0100840268
ENR-002076,AN-001843,ACTE_NAISSANCE,AG010,Kandi,2025-08-15,TOSSOU,Rosine Rachidatou,1993-06-15,F,1204,SOSSOU Flore,0122835015
ENR-002077,PP-002046,PASSEPORT,AG027,Porto-Novo,2025-08-15,GLELE,Moussa,1987-08-30,M,0404,AMOUSSOU Carine,0159164615
ENR-002078,AN-002168,ACTE_NAISSANCE,AG027,Porto-Novo,2025-08-15,GLELE,Bernice,1999-10-19,F,1007,MENSAH Chimène,0144183158
ENR-002079,AN-002554,ACTE_NAISSANCE,AG031,Djougou,2025-08-15,HOUESSOU,Prudence,1995-09-28,F,0704,GLELE Flore,
ENR-002080,CC-002613,CARTE_CONSULAIRE,AG007,Djougou,2025-08-15,VODOUNON,Mariam Carine,2017-05-13,F,0301,AKPOVI Rosine,0122439499
ENR-002081,CC-003530,CARTE_CONSULAIRE,AG040,Parakou,2025-08-15,QUENUM,Sylvie Aïcha,1961-10-22,F,0403,FASSINOU Chimène,0120102124
ENR-002082,PP-003658,PASSEPORT,AG013,Cotonou,2025-08-15,TOGBE,Carine,2001-05-23,F,0902,TCHIBOZO Ayaba,
ENR-002083,AN-004176,ACTE_NAISSANCE,AG039,Porto-Novo,2025-08-15,AGOSSOU,Fabrice,2004-10-08,M,0901,AMOUSSOU Flore,0159472282
ENR-002084,PP-004537,PASSEPORT,AG015,Porto-Novo,2025-08-15,DOSSOU,Koffi,1949-05-07,M,0101,GBAGUIDI Judith,0192637921
ENR-002085,AN-000923,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2025-08-16,ASSOGBA,Brice,1951-06-10,M,0308,GLELE Rosine,0139512970
ENR-002086,AN-001320,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-08-16,YAROU,Mahougnon,1956-12-06,M,0105,NOUATIN Rachidatou,0165210385
ENR-002087,CC-001498,CARTE_CONSULAIRE,AG027,Porto-Novo,2025-08-16,AMOUSSOU,Estelle Flore,1985-03-06,F,0502,HOUESSOU Mariam,0192625337
ENR-002088,AN-001784,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-08-16,CODJIA,Gildas,1999-10-22,M,0408,VODOUNON Rosine,0162625323
ENR-002089,AN-002073,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-16,FASSINOU,Ghislain,1999-06-21,M,0702,GBAGUIDI Bernice,0117020360
ENR-002090,AN-002075,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-08-16,FASSINOU,Nadège Prudence,1995-11-20,F,0104,HOUNSOU Gisèle,0182014918
ENR-002091,PP-002255,PASSEPORT,AG018,Natitingou,2025-08-16,NOUATIN,Sènami,1951-04-29,F,0306,AMOUSSOU Rosine,0134152394
ENR-002092,PP-003996,PASSEPORT,AG002,Abomey-Calavi,2025-08-16,HOUNKPATIN,Estelle,1983-01-01,F,1206,ADANDE Chimène,0161419513
ENR-002093,CC-004173,CARTE_CONSULAIRE,AG019,Djougou,2025-08-16,QUENUM,Sènami,2001-01-15,F,0205,GBAGUIDI Bernice,0168616833
ENR-002094,AN-000480,ACTE_NAISSANCE,AG002,Abomey-Calavi,2025-08-17,KOUKPAKI,Aïcha Rachidatou,1992-01-09,F,0406,SOSSOU Sèmèvo,0146002960
ENR-002095,PP-000548,PASSEPORT,AG017,Bohicon,2025-08-17,zinsou,Ayaba Espérance,1953-02-04,F,0602,MENSAH Gisèle,0196677943
ENR-002096,AN-001012,ACTE_NAISSANCE,AG008,Lokossa,2025-08-17,AHOUANSOU,Nadège Prudence,2015-03-02,F,0604,HOUESSOU Sèmèvo,0186973262
ENR-002097,AN-001239,ACTE_NAISSANCE,AG033,Ouidah,2025-08-17,IDRISSOU,Sylvie,1967-01-27,F,0407,HOUESSOU Estelle,
ENR-002098,AN-001466,ACTE_NAISSANCE,AG006,Natitingou,2025-08-17,AGOSSOU,Ibrahim,2013-05-07,M,1003,AHOUANSOU Estelle,0196951443
ENR-002099,AN-002119,ACTE_NAISSANCE,AG033,Ouidah,2025-08-17,SAGBO,Fatoumata Mariam,1986-11-11,F,0307,AGOSSOU Prudence,0112874707
ENR-002100,PP-002229,PASSEPORT,AG039,Porto-Novo,2025-08-17,GLELE,Carine,1964-12-25,F,1203,HOUNSOU Salamatou,0104748046
ENR-002101,AN-002570,ACTE_NAISSANCE,AG001,Cotonou,2025-08-17,YAROU,Bernice Prudence,1989-08-12,F,1201,AHOYO Chimène,
ENR-002102,PP-003528,PASSEPORT,AG022,Kandi,2025-08-17,TOSSOU,Gildas Fidèle,1987-03-18,M,0303,DOSSOU Mariam,909600262
ENR-002103,AN-004658,ACTE_NAISSANCE,AG031,Djougou,2025-08-17,DOSSOU,Ayaba Salamatou,1966-06-29,F,1204,DOSSOU Ayaba,0103119111
ENR-002104,AN-000123,ACTE_NAISSANCE,AG031,Djougou,2025-08-18,YAROU,Carine,2011-04-06,F,0303,LOKONON Ayaba,
ENR-002105,AN-001985,ACTE_NAISSANCE,AG033,Ouidah,2025-08-18,SOSSOU,Fabrice,1946-05-24,M,0202,TOSSOU Ayaba,+229 0191222565
ENR-002106,AN-002851,ACTE_NAISSANCE,AG013,Cotonou,2025-08-18,IDRISSOU,Flore Sylvie,2004-02-16,F,0404,HOUNSOU Sènami,0168166920
ENR-002107,AN-002947,ACTE_NAISSANCE,AG016,Parakou,2025-08-18,IDRISSOU,Ibrahim,1997-06-04,M,0801,SOULEY Carine,0101572284
ENR-002108,AN-003266,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2025-08-18,YAROU,Ayaba Gisèle,1977-03-22,F,0403,TCHIBOZO Nadège,
ENR-002109,AN-003544,ACTE_NAISSANCE,AG005,Bohicon,2025-08-18,ADANDE,Justin,2012-05-15,M,0704,ZANNOU Sylvie,0168817914
ENR-002110,AN-004158,ACTE_NAISSANCE,AG006,Natitingou,2025-08-18,SOSSOU,Comlan,2001-06-20,M,0308,HOUNKPATIN Sylvie,0106197430
ENR-002111,AN-004554,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-08-18,AHOUANSOU,Ghislain Rachid,2020-07-16,M,0406,SAGBO Carine,
ENR-002112,AN-001642,ACTE_NAISSANCE,AG001,Cotonou,2025-08-19,BIO,Bernice Gisèle,1955-06-06,F,1003,HOUNSOU Sèmèvo,
ENR-002113,PP-002315,PASSEPORT,AG009,Ouidah,2025-08-19,MENSAH,Yves,1970-07-18,M,0205,DANSOU Ayaba,0189731500
ENR-002114,AN-002644,ACTE_NAISSANCE,AG019,Djougou,2025-08-19,ZINSOU,Koffi,1993-05-10,M,1203,AHOUANSOU Mariam,0166652647
ENR-002115,AN-003810,ACTE_NAISSANCE,AG016,Parakou,2025-08-19,AGOSSOU,Ghislain,1973-01-09,M,0906,MENSAH Mariam,0192774007
ENR-002116,AN-004536,ACTE_NAISSANCE,AG019,Djougou,2025-08-19,HOUNGBO,Mahougnon,2006-04-20,M,0606,AGBODJAN Carine,0175979285
ENR-002117,PP-000054,PASSEPORT,AG033,Ouidah,2025-08-20,KIKI,Estelle Salamatou,1944-10-22,F,1103,ALLADAYE Mariam,251525991
ENR-002118,AN-001146,ACTE_NAISSANCE,AG021,Ouidah,2025-08-20,TOSSOU,Espérance Flore,1989-09-03,F,1002,YAROU Gisèle,
ENR-002119,AN-001570,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-20,AMOUSSOU,Moussa,2024-06-27,M,0902,MENSAH Ayaba,0130081377
ENR-002120,AN-002708,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-08-20,ZANNOU,Fidèle Justin,2000-12-14,M,0905,HOUNKPATIN Aïcha,0143380183
ENR-002121,AN-003466,ACTE_NAISSANCE,AG003,Porto-Novo,2025-08-20,HOUNKPATIN,Mahougnon,1964-10-31,M,1203,QUENUM Rosine,0150967186
ENR-002122,AN-004019,ACTE_NAISSANCE,AG039,Porto-Novo,2025-08-20,AHOUANSOU,Ghislain,2011-08-11,M,1101,GBAGUIDI Sènami,0139765355
ENR-002123,AN-004420,ACTE_NAISSANCE,AG028,Parakou,2025-08-20,NOUATIN,Yves,1984-08-16,M,0701,AHOUANSOU Flore,0144333225
ENR-002124,AN-001254,ACTE_NAISSANCE,AG008,Lokossa,2025-08-20,BIO,Nadege,2014-03-15,F,0901,YAROU Salamatou,0168039718
ENR-002125,AN-000642,ACTE_NAISSANCE,AG005,Bohicon,2025-08-21,ZINSOU,Fabrice Ghislain,1995-04-11,M,0301,DANSOU Bernice,0132193588
ENR-002126,AN-000928,ACTE_NAISSANCE,AG019,Djougou,2025-08-21,VODOUNON,Salamatou Sylvie,2010-01-23,F,1204,AHOYO Espérance,0109933383
ENR-002127,AN-001309,ACTE_NAISSANCE,AG015,Porto-Novo,2025-08-21,NOUATIN,Serge Comlan,1965-05-24,M,1008,AGOSSOU Aïcha,0122839202
ENR-002128,CC-001736,CARTE_CONSULAIRE,AG001,Cotonou,2025-08-21,HOUNSOU,Espérance,1987-04-29,F,1206,CHABI Aïcha,0106045191
ENR-002129,CC-002249,CARTE_CONSULAIRE,AG035,Dassa-Zoumè,2025-08-21,DANSOU,Rachid,1995-11-27,M,0102,TOSSOU Sylvie,0129726053
ENR-002130,AN-002342,ACTE_NAISSANCE,AG028,Parakou,2025-08-21,AHOUANSOU,Codjo,1997-09-14,M,0407,SAGBO Chimène,0110052680
ENR-002131,PP-002788,PASSEPORT,AG036,Aplahoué,2025-08-21,KPADONOU,Sèmèvo,1978-10-29,F,0703,HOUNGBO Estelle,0192519002
ENR-002132,AN-003285,ACTE_NAISSANCE,AG007,Djougou,2025-08-21,VODOUNON,Bienvenu,1989-05-11,M,0407,DOSSOU Espérance,0105189589
ENR-002133,PP-003290,PASSEPORT,AG008,Lokossa,2025-08-21,BIO,Gisèle Rachidatou,2014-06-02,F,1207,KIKI Carine,0127604187
ENR-002134,CC-004372,CARTE_CONSULAIRE,AG026,Abomey-Calavi,2025-08-21,HOUNGBO,Koffi,1990-01-29,M,0207,ZANNOU Sylvie,0133392435
ENR-002135,AN-004515,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-08-21,CODJIA,Gisèle Sèmèvo,1983-02-22,F,0105,CHABI Aïcha,0154538705
ENR-002136,AN-004681,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-21,AHOUANSOU,Ayaba Rosine,1989-07-08,F,0902,AGOSSOU Flore,
ENR-002137,CC-004688,CARTE_CONSULAIRE,AG003,Porto-Novo,2025-08-21,FASSINOU,Ibrahim Serge,1968-07-14,M,1003,DOSSOU Gisèle,0182976983
ENR-002138,CC-004823,CARTE_CONSULAIRE,AG010,Kandi,2025-08-21,BONI,Rosine,1965-07-08,F,0205,TOSSOU Rosine,0152120724
ENR-002139,AN-004987,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2025-08-21,KIKI,Justin Ulrich,2010-05-29,M,0201,BIO Nadège,0114282178
ENR-002140,AN-001485,ACTE_NAISSANCE,AG027,Porto-Novo,2025-08-21,ASSOGBA,Serge Brice,1987-05-22,M,0505,QUENUM Flore,0110468606
ENR-002141,AN-000018,ACTE_NAISSANCE,AG021,Ouidah,2025-08-22,KIKI,Carine,2018-04-05,F,1008,IDRISSOU Chimène,0191280845
ENR-002142,AN-000614,ACTE_NAISSANCE,AG024,Aplahoué,2025-08-22,FASSINOU,Ulrich,1956-03-25,M,0303,MENSAH Carine,0129349852
ENR-002143,CC-001055,CARTE_CONSULAIRE,AG040,Parakou,2025-08-22,HOUNKPATIN,Gildas Bienvenu,1966-04-01,M,0305,AGBODJAN Mariam,
ENR-002144,AN-001539,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2025-08-22,KPADONOU,Arnaud,2009-07-07,M,0203,OSSENI Fatoumata,0157213511
ENR-002145,CC-001591,CARTE_CONSULAIRE,AG032,Lokossa,2025-08-22,GLELE,Serge,1998-06-05,M,0906,BONI Sylvie,0141185565
ENR-002146,CC-002463,CARTE_CONSULAIRE,AG013,Cotonou,2025-08-22,AHOUANSOU,Gildas,1976-08-29,M,1209,HOUESSOU Aïcha,0177169198
ENR-002147,AN-002537,ACTE_NAISSANCE,AG032,Lokossa,2025-08-22,ADANDE,Ulrich Codjo,2013-12-13,M,0704,ADJOVI Prudence,0197131192
ENR-002148,AN-003438,ACTE_NAISSANCE,AG010,Kandi,2025-08-22,lokonon,Flore,2020-04-29,F,0704,NOUATIN Carine,
ENR-002149,AN-003568,ACTE_NAISSANCE,AG008,Lokossa,2025-08-22,kpadonou,Mariam,1985-02-03,F,1104,HOUNSOU Sèmèvo,0152462964
ENR-002150,AN-004430,ACTE_NAISSANCE,AG020,Lokossa,2025-08-22,SAGBO,Rachid Mahougnon,1957-09-27,M,0208,SAGBO Rachidatou,0114107645
ENR-002151,AN-004434,ACTE_NAISSANCE,AG031,Djougou,2025-08-22,YAROU,Romaric,1990-01-24,M,0403,HOUNGBO Sèmèvo,0129613539
ENR-002152,CC-004721,CARTE_CONSULAIRE,AG036,Aplahoué,2025-08-22,BONI,Prudence,1954-04-15,F,0704,HOUNKPATIN Rosine,0173725876
ENR-002153,AN-004863,ACTE_NAISSANCE,AG034,Kandi,2025-08-22,IDRISSOU,Ayaba Prudence,1981-03-29,F,1102,HOUNSOU Fatoumata,0104489736
ENR-002154,AN-004870,ACTE_NAISSANCE,AG028,Parakou,2025-08-22,TOGBE,Fabrice,1989-12-18,M,1202,IDRISSOU Rosine,0164745201
ENR-002155,AN-000454,ACTE_NAISSANCE,AG031,Djougou,2025-08-23,KIKI,Espérance,2000-02-12,F,0204,AGBODJAN Prudence,0101333156
ENR-002156,PP-001175,PASSEPORT,AG009,Ouidah,2025-08-23,TOGBE,Salamatou,1959-03-03,F,0205,FASSINOU Mariam,0174563823
ENR-002157,AN-002639,ACTE_NAISSANCE,AG028,Parakou,2025-08-23,HOUESSOU,Ibrahim Codjo,2006-02-08,M,0106,SOSSOU Chimène,0175650391
ENR-002158,PP-003065,PASSEPORT,AG015,Porto-Novo,2025-08-23,HOUNGBO,Fatoumata,1990-01-11,F,0207,AKPOVI Ayaba,0162318842
ENR-002159,AN-000312,ACTE_NAISSANCE,AG032,Lokossa,2025-08-24,TOSSOU,Carine Gisèle,1999-05-16,F,0801,HOUNKPATIN Judith,0157231572
ENR-002160,AN-000513,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2025-08-24,HOUNKPATIN,Mahougnon,1946-05-16,M,0602,TCHIBOZO Sèmèvo,
ENR-002161,AN-001051,ACTE_NAISSANCE,AG006,Natitingou,2025-08-24,AHOYO,Romaric,1998-09-21,M,0407,DANSOU Flore,0119052374
ENR-002162,AN-001371,ACTE_NAISSANCE,AG036,Aplahoué,2025-08-24,LOKONON,Nadège Mariam,1965-03-28,F,1204,AHOUANSOU Sèmèvo,0109503163
ENR-002163,AN-002598,ACTE_NAISSANCE,AG003,Porto-Novo,2025-08-24,KIKI,Fabrice,2003-09-29,M,0504,IDRISSOU Chimène,0135836861
ENR-002164,PP-003003,PASSEPORT,AG001,Cotonou,2025-08-24,ADANDE,Flore Aïcha,1987-12-22,F,0105,GBAGUIDI Sènami,0101110741
ENR-002165,CC-004315,CARTE_CONSULAIRE,AG012,Aplahoué,2025-08-24,GBAGUIDI,Flore,2009-06-19,F,0701,KIKI Espérance,0128089586
ENR-002166,PP-004438,PASSEPORT,AG019,Djougou,2025-08-24,ASSOGBA,Yves,2009-01-16,M,0603,HOUNGBO Mariam,
ENR-002167,AN-000012,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-25,BONI,Nadège,2022-07-10,F,0606,IDRISSOU Gisèle,0152589831
ENR-002168,AN-000128,ACTE_NAISSANCE,AG040,Parakou,2025-08-25,TOSSOU,Gisèle Bernice,2015-06-02,F,0904,AHOYO Chimène,0189823384
ENR-002169,AN-001099,ACTE_NAISSANCE,AG005,Bohicon,2025-08-25,AKPOVI,Ghislain,1960-05-12,M,1004,AHOUANSOU Fatoumata,0193772979
ENR-002170,AN-001544,ACTE_NAISSANCE,AG027,Porto-Novo,2025-08-25,ZINSOU,Ghislain Moussa,1999-02-13,M,0204,YAROU Rachidatou,0119449972
ENR-002171,PP-001796,PASSEPORT,AG036,Aplahoué,2025-08-25,DANSOU,Fabrice,1983-11-07,M,1209,VODOUNON Carine,0185580408
ENR-002172,AN-001914,ACTE_NAISSANCE,AG033,Ouidah,2025-08-25,VODOUNON,Gildas,1959-09-09,M,0301,BIO Bernice,
ENR-002173,PP-002630,PASSEPORT,AG018,Natitingou,2025-08-25,HOUNSOU,Comlan,2002-01-14,M,0902,AMOUSSOU Ayaba,0128030843
ENR-002174,AN-003756,ACTE_NAISSANCE,AG004,Parakou,2025-08-25,TCHIBOZO,  Estelle ,1988-03-08,F,0205,HOUNKPATIN Prudence,0108441882
ENR-002175,CC-003758,CARTE_CONSULAIRE,AG031,Djougou,2025-08-25,AGOSSOU,Comlan Mahougnon,1950-10-27,M,0904,HOUNGBO Salamatou,0123745957
ENR-002176,PP-000573,PASSEPORT,AG001,Cotonou,2025-08-26,ASSOGBA,Sèmèvo,1995-05-17,F,1205,NOUATIN Aïcha,0186530193
ENR-002177,CC-002519,CARTE_CONSULAIRE,AG017,Bohicon,2025-08-26,HOUESSOU,Sènami,1964-09-09,F,1201,ZINSOU Sylvie,0193363292
ENR-002178,AN-003533,ACTE_NAISSANCE,AG027,Porto-Novo,2025-08-26,CHABI,Semevo,1962-01-24,F,1001,SOULEY Judith,0109031335
ENR-002179,AN-001955,ACTE_NAISSANCE,AG025,Cotonou,2025-08-27,SOULEY,Espérance,1994-01-21,F,0201,LOKONON Espérance,0142809002
ENR-002180,AN-003050,ACTE_NAISSANCE,AG036,Aplahoué,2025-08-27,AHOUANSOU,Yves,1997-05-27,M,1002,AHOYO Carine,
ENR-002181,AN-003825,ACTE_NAISSANCE,AG028,Parakou,2025-08-27,QUENUM,Sènami Salamatou,1950-01-14,F,0205,DOSSOU Rosine,0190066671
ENR-002182,AN-003957,ACTE_NAISSANCE,AG029,Bohicon,2025-08-27,ASSOGBA,Fidèle,1966-02-20,M,1004,AGBODJAN Sèmèvo,0173486396
ENR-002183,CC-003960,CARTE_CONSULAIRE,AG012,Aplahoué,2025-08-27,KIKI,Gisèle,1963-07-28,F,0403,SOULEY Salamatou,0106412021
ENR-002184,PP-004138,PASSEPORT,AG036,Aplahoué,2025-08-27,VODOUNON,Gildas,1971-03-24,M,0602,TOSSOU Carine,0157136661
ENR-002185,CC-004550,CARTE_CONSULAIRE,AG033,Ouidah,2025-08-27,KPADONOU,Arnaud,1999-10-18,M,0801,HOUNGBO Carine,0172233666
ENR-002186,AN-004759,ACTE_NAISSANCE,AG012,Aplahoué,2025-08-27,AMOUSSOU,Mahougnon Fabrice,1996-12-07,M,1103,BIO Estelle,0112498424
ENR-002187,AN-000340,ACTE_NAISSANCE,AG033,Ouidah,2025-08-28,KIKI,Mahougnon,1953-11-09,M,0401,SOULEY Rachidatou,0106051132
ENR-002188,PP-000616,PASSEPORT,AG027,Porto-Novo,2025-08-28,SOSSOU,Koffi,1946-02-24,M,0305,OSSENI Carine,0188167173
ENR-002189,AN-000951,ACTE_NAISSANCE,AG018,Natitingou,2025-08-28,HOUNGBO,Fidèle,1951-01-15,M,0701,MENSAH Sèmèvo,0190131688
ENR-002190,CC-002647,CARTE_CONSULAIRE,AG005,Bohicon,2025-08-28,ADANDE,Gisèle,1970-10-19,F,0504,BONI Ayaba,0179419325
ENR-002191,CC-002858,CARTE_CONSULAIRE,AG028,Parakou,2025-08-28,BONI,Bienvenu Ibrahim,1961-06-06,M,1105,AKPOVI Aïcha,0184192231
ENR-002192,PP-003021,PASSEPORT,AG026,Abomey-Calavi,2025-08-28,ADANDE,Brice,2003-08-21,M,0302,CODJIA Chimène,0111101959
